LicenseNumber,FacilityName,DBA,FacilityType,City,ZipCode,DateUpdated
402R-00512,FIDDLERS GREEN LLC,,Retail Marijuana Store,Ridgway,81432,2020-12-01
402R-00524,MESA GREENS LLC,WOLFPAC CANNABIS,Retail Marijuana Store,Pueblo West,81007,2020-12-01
402R-00515,SOUTHWEST ALTERNATIVE CARE LLC,KAYA,Retail Marijuana Store,Denver,80204,2020-12-01
402R-00521,MISSKAT INC,FROSTY LEAF,Retail Marijuana Store,Gunnison,81230,2020-12-01
402R-00516,KIND CARE OF COLORADO LLC,KIND CARE OF COLORADO,Retail Marijuana Store,Fort Collins,80525,2020-12-01
402R-00528,BUDS LTD,,Retail Marijuana Store,Parachute,81635,2020-12-01
402R-00529,IGADI LTD,IGADI,Retail Marijuana Store,Northglenn,80233,2020-12-01
402R-00522,GREEN CROSS COLORADO LLC,THE TUMBLEWEED DISPENSARY,Retail Marijuana Store,Parachute,81635,2020-12-01
402R-00523,MAIN STREET CANNABIS,MAIN STREET CANNABIS,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00530,DP & D HOLDINGS LLC,DURANGO REC ROOM,Retail Marijuana Store,Durango,81301,2020-12-01
402R-00533,THE COLORADO CANNABIS CABIN LLC,CABIN CANNABIS,Retail Marijuana Store,Gunnison,81230,2020-12-01
402R-00531,PJ INVESTMENT GROUP LLC,,Retail Marijuana Store,Fairplay,80440,2020-12-01
402R-00535,ANCIENT ALTERNATIVES LLC,GREEN TREE MEDICINALS,Retail Marijuana Store,Longmont,80504,2020-12-01
402R-00536,ORGANIC WELLNESS DISPENSARY LLC,GREEN TREE MEDICINALS,Retail Marijuana Store,Boulder,80303,2020-12-01
402R-00537,SYLS LLC,STRAWBERRY FIELDS,Retail Marijuana Store,Pueblo,81008,2020-12-01
402R-00542,SAN JUAN STRAINS INC,,Retail Marijuana Store,Pagosa Springs,81147,2020-12-01
402R-00538,SAN JUAN STRAINS INC,,Retail Marijuana Store,Gunnison,81230,2020-12-01
402R-00543,HERBAL HEALTH LLC,LOCAL PRODUCT OF COLORADO,Retail Marijuana Store,Denver,80204,2020-12-01
402R-00544,D & D CONSULTING INC,SOUTHWEST ALTERNATIVE CARE FOX ST,Retail Marijuana Store,Denver,80223,2020-12-01
402R-00526,THE CANNABIST CASTLE SUPERMARKET & DISPENSARY LOUNGE LLC,THE KIND CASTLE,Retail Marijuana Store,Parachute,81635,2020-12-01
402R-00547,GREEN WORLD EXPRESS INC,,Retail Marijuana Store,Antonito,81120,2020-12-01
402R-00548,KTA LLC,THE LODGE,Retail Marijuana Store,Denver,80219,2020-12-01
402R-00540,ROYAL ASSET MANAGEMENT LLC,DIEGO PELLICER,Retail Marijuana Store,Denver,80219,2020-12-01
402R-00545,VERTS LLC,VERTICAL,Retail Marijuana Store,Fort Collins,80521,2020-12-01
402R-00550,TASTEBUDZ LLC,AROMA,Retail Marijuana Store,Commerce City,80022,2020-12-01
402R-00534,J and J ENTERPRISES INC,THE GREEN HOUSE,Retail Marijuana Store,Pagosa Springs,81147,2020-12-01
402R-00554,GREEN MEDICALS WELLNESS CENTER #5 LLC,SMOKEY'S,Retail Marijuana Store,Fort Collins,80525,2020-12-01
402R-00553,HEALTH SERVICES LLC,GREEN DREAM CANNABIS,Retail Marijuana Store,Boulder,80301,2020-12-01
402R-00556,THREE RIVERS DEVELOPMENT LLC,THREE RIVERS DISPENSARY,Retail Marijuana Store,Pueblo,81006,2020-12-01
402R-00559,SERENE WELLNESS V LLC,SERENE WELLNESS WINTER PARK LLC,Retail Marijuana Store,Winter Park,80482,2020-12-01
402R-00564,EMERALD CITY WELLNESS LLC,EMERALD CITY,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00560,GREEN CROSS COLORADO LLC,TUMBLEWEED EXPRESS,Retail Marijuana Store,Parachute,81635,2020-12-01
402R-00563,SOUTHWEST SUNSHINE LLC,THE DOOBIE SISTERS,Retail Marijuana Store,Cortez,81321,2020-12-01
402R-00567,FIPG LLC,,Retail Marijuana Store,Pueblo West,81007,2020-12-01
402R-00571,RFSCED LLC,ROOTSRX,Retail Marijuana Store,Edwards,81632,2020-12-01
402R-00569,MAGNOLIA ROAD INC,MAGNOLIA ROAD CANNABIS COMPANY,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00573,UNIVERSAL HERBS LLC,UNIVERSAL HERBS,Retail Marijuana Store,Denver,80223,2020-12-01
402R-00574,HIGHWAY 40 LLC,BONFIRE CANNABIS COMPANY,Retail Marijuana Store,Tabernash,80478,2020-12-01
402R-00578,ONYX LAKE HOLDINGS LLC,GOLDEN NUGGET DISPENSARY,Retail Marijuana Store,Central City,80427,2020-12-01
402R-00577,STARBUDS COMMERCE CITY LLC,STARBUDS,Retail Marijuana Store,Commerce City,80022,2020-12-01
402R-00579,LIGHTSHADE LABS LLC,LIGHTSHADE,Retail Marijuana Store,Aurora,80014,2020-12-01
402R-00580,MONTEM PHARMLABS LIMITED,NORTHERN STANDARD,Retail Marijuana Store,Alma,80420,2020-12-01
402R-00583,THE GREEN SOLUTION LLC,,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00581,1-11 LLC,ONE:ELEVEN,Retail Marijuana Store,Moffat,81143,2020-12-01
402R-00582,THE GREEN SOLUTION LLC,CLEARANCE CANNABIS CO.,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00584,FREEDOM ROAD GARDEN MAIN LLC,FREEDOM ROAD,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00585,OSIRIS LLC,BEST DAY EVER,Retail Marijuana Store,Aspen,81611,2020-12-01
402R-00586,BG3 INVESTMENTS LLC,DRIFT,Retail Marijuana Store,Boulder,80301,2020-12-01
402R-00588,TRILL THERAPEUTICS LLC,TRILL ALTERNATIVES,Retail Marijuana Store,Boulder,80302,2020-12-01
402R-00590,JVT ENTERPRISES INC,COLORADO CANNABIS CONNECTION,Retail Marijuana Store,Denver,80127,2020-12-01
402R-00587,HOBBY FARMS LLC,A CUT ABOVE,Retail Marijuana Store,Denver,80210,2020-12-01
402R-00592,LEVELS IV INC,LEVELS IV INC,Retail Marijuana Store,Denver,80212,2020-12-01
402R-00596,CG INDUSTRY LLC,CROSS GENETICS,Retail Marijuana Store,Denver,80216,2020-12-01
402R-00602,UNIVERSAL HERBS LLC,UNIVERSAL HERBS,Retail Marijuana Store,Denver,80205,2020-12-01
402R-00600,SMOKED COLORADO INC,MIGHTY TREE,Retail Marijuana Store,Denver,80223,2020-12-01
402R-00603,TWOG FEDERAL LLC,BUDDY BOY,Retail Marijuana Store,Denver,80219,2020-12-01
402R-00601,BK HOLDINGS LLC,THE HERBAL CENTER,Retail Marijuana Store,Denver,80210,2020-12-01
402R-00605,SILVER LAKE HOLDINGS LLC,ROOTED,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00606,AHAB LLC,STRAWBERRY FIELDS,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00608,TRILL EVOLUTIONS LLC,TRILL EVOLUTIONS,Retail Marijuana Store,Denver,80239,2020-12-01
402R-00613,YUMA WAY LLC,1136 YUMA,Retail Marijuana Store,Denver,80204,2020-12-01
402R-00614,KTA LLC,THE LODGE,Retail Marijuana Store,Denver,80205,2020-12-01
402R-00615,FROZEN SMOKE DISPENSARY LLC,FROZEN SMOKE DISPENSARY,Retail Marijuana Store,Gunnison,81230,2020-12-01
402R-00616,THE UNDERGROUND STATION LLC,THE UNDERGROUND STATION LLC,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00617,RJJ TRINIDAD LLC,NATIVE ROOTS TRINIDAD,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00622,SACRED VALLEY FARMACY LLC,PRIMO,Retail Marijuana Store,Villa Grove,81155,2020-12-01
402R-00631,CANNABIS KING LLC,GREEN DRAGON COLORADO,Retail Marijuana Store,Thornton,80602,2020-12-01
402R-00640,FUTUREVISION 2020 LLC,MEDICINE MAN THORNTON,Retail Marijuana Store,Thornton,80260,2020-12-01
402R-00645,E&R RETAIL LLC,THE OTHER PLACE IS GREENER,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00646,SUMMIT WELLNESS,DEN REC DENVER RECREATIONAL DISPENSARY,Retail Marijuana Store,Denver,80223,2020-12-01
402R-00633,ROCKY ROAD REMEDIES LLC,ROCKY ROAD THORNTON,Retail Marijuana Store,Thornton,80233,2020-12-01
402R-00650,NUVUE PHARMA LLC,,Retail Marijuana Store,Pueblo,81008,2020-12-01
402R-00652,TDM LLC,TREES,Retail Marijuana Store,Englewood,80110,2020-12-01
402R-00655,LIVWELL VIII LLC,HIGHLINE,Retail Marijuana Store,Commerce City,80022,2020-12-01
402R-00654,THE GREEN SOLUTION LLC,,Retail Marijuana Store,Glendale,80246,2020-12-01
402R-00656,MJM HOLDINGS LIMITED,STICKY FINGERZ,Retail Marijuana Store,Denver,80205,2020-12-01
402R-00659,NATURES KISS CANNABIS SERVICES HEALTH & WELLNESS LLC,NATURES KISS,Retail Marijuana Store,Englewood,80113,2020-12-01
402R-00662,ECO GREEN GROW LLC,VERDE NATURAL,Retail Marijuana Store,Boulder,80302,2020-12-01
402R-00663,DP RETAIL 110 LLC,GREEN DRAGON COLORADO,Retail Marijuana Store,Telluride,81435,2020-12-01
402R-00667,JOE CAL ENTERPRISES INC,PAGOSA CRAFT,Retail Marijuana Store,Pagosa Springs,81147,2020-12-01
402R-00664,3B FEDERAL1 LLC,BUDDY BOY,Retail Marijuana Store,Denver,80219,2020-12-01
402R-00666,THE GREEN SOLUTION LLC,,Retail Marijuana Store,Aurora,80015,2020-12-01
402R-00668,SEVEN-ONE-NINE LLC,COLORADO KUSH DISPENSARY,Retail Marijuana Store,Pueblo,81004,2020-12-01
402R-00674,COLORADO PRODUCT SERVICES LLC,DOUBLE BLACK,Retail Marijuana Store,Glenwood Springs,81601,2020-12-01
402R-00673,COLORADO GOLD LLP,STICKY ICKY'S,Retail Marijuana Store,Pueblo,81005,2020-12-01
402R-00670,THE GREEN SOLUTION LLC,,Retail Marijuana Store,Pueblo,81004,2020-12-01
402R-00671,COLORADO CANNABIS ASSOCIATES LLC,THE SPOT 420,Retail Marijuana Store,Pueblo,81008,2020-12-01
402R-00672,LIVWELL V LLC,LIVWELL,Retail Marijuana Store,Pueblo,81004,2020-12-01
402R-00676,GREENER PASTURE COMPASSION CENTER LLC,VERDE NATURAL,Retail Marijuana Store,Denver,80220,2020-12-01
402R-00677,LBW CONSULTING GROUP LLC,SEED & SMITH,Retail Marijuana Store,Denver,80239,2020-12-01
402R-00678,NINE POUND HAMMER LLC,IGADI,Retail Marijuana Store,Lafayette,80026,2020-12-01
402R-00679,GRANT CO LLC,SOUTH PARK FARMA,Retail Marijuana Store,Grant,80448,2020-12-01
402R-00682,THE 404 LLC,,Retail Marijuana Store,Pueblo,81003,2020-12-01
402R-00684,LIGHTSHADE LABS LLC,LIGHTSHADE,Retail Marijuana Store,Federal Heights,80260,2020-12-01
402R-00683,DURANGO ORGANICS LLP,,Retail Marijuana Store,Durango,81303,2020-12-01
402R-00685,HQ LANDING LLC,HIGH Q PARACHUTE,Retail Marijuana Store,Parachute,81635,2020-12-01
402R-00687,BROW ACQUISITIONS FEDERAL HEIGHTS LLC,XCLUSIVE CANNABIS,Retail Marijuana Store,Federal Heights,80260,2020-12-01
402R-00688,CGFR GROUP INC,KRYSTALEAVES,Retail Marijuana Store,Commerce City,80022,2020-12-01
402R-00691,KEW LLC,STARBUDS,Retail Marijuana Store,Federal Heights,80260,2020-12-01
402R-00694,BUDS LLC,,Retail Marijuana Store,De Beque,81630,2020-12-01
402R-00689,NUVUE PHARMA LLC,,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00690,EARTH SOLUTIONS INC,CANNA CABINET INC,Retail Marijuana Store,Pueblo,81004,2020-12-01
402R-00692,CONSCIOUS CONNEXION LLC,HIGHER ELEVATION,Retail Marijuana Store,Crestone,81131,2020-12-01
402R-00693,TOKIN TIPI LLC,,Retail Marijuana Store,Parachute,81635,2020-12-01
402R-00696,RJJ TOWER LLC,NATIVE ROOTS DENVER AIRPORT,Retail Marijuana Store,Denver,80249,2020-12-01
402R-00697,GREEN SATIVA LLC,,Retail Marijuana Store,Federal Heights,80260,2020-12-01
402R-00698,PC HOLDINGS INC,CANNA CITY,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00695,COLORADO ALTERNATIVE HEALTH CARE LTD,COLORADO WEEDERY,Retail Marijuana Store,Palisade,81526,2020-12-01
402R-00699,NORTHWEST CANNABIS INC,ROCKY MOUNTAIN CANNABIS,Retail Marijuana Store,Dinosaur,81610,2020-12-01
402R-00705,HQ SOPRIS LLC,HIGH Q CARBONDALE,Retail Marijuana Store,Carbondale,81623,2020-12-01
402R-00700,THE GREEN SOLUTION LLC,,Retail Marijuana Store,Denver,80202,2020-12-01
402R-00704,TUMBLEWEED DE BEQUE LLC,TUMBLEWEED DE BEQUE ,Retail Marijuana Store,De Beque,81630,2020-12-01
402R-00706,BLEND LLC,BLEND,Retail Marijuana Store,Mancos,81328,2020-12-01
402R-00703,COMPLETE RELEAF CO LLC,COMPLETE RELEAF,Retail Marijuana Store,Lafayette,80026,2020-12-01
402R-00701,STARBUDS NIWOT LLC,STARBUDS,Retail Marijuana Store,Niwot,80503,2020-12-01
402R-00702,SOUTH PUEBLO LLC,COLORADO CANNABIS EXCHANGE,Retail Marijuana Store,Pueblo,81004,2020-12-01
402R-00707,CO & RO PARTNERS LLC,EUFLORA,Retail Marijuana Store,Longmont,80501,2020-12-01
402R-00708,LM MJC LLC,STARBUDS LONGMONT,Retail Marijuana Store,Longmont,80503,2020-12-01
402R-00711,THC2 INC,THE HAPPY CAMPER CANNABIS COMPANY,Retail Marijuana Store,Palisade,81526,2020-12-01
402R-00712,FRONT RANGE BOTANICAL LLC,SOUTH PARK FARMA,Retail Marijuana Store,Commerce City,80022,2020-12-01
402R-00713,STEM BEACH LLC,THE CANNABIS DEPOT,Retail Marijuana Store,Pueblo,81008,2020-12-01
402R-00715,LS BOUTIQUES LLC,LUCY SKY CANNABIS BOUTIQUE,Retail Marijuana Store,Sheridan,80110,2020-12-01
402R-00717,CHRONIC THERAPY CORTEZ LLC,,Retail Marijuana Store,Cortez,81321,2020-12-01
402R-00716,CHIMERA STRATEGIES INC,TERRAPIN CARE STATION,Retail Marijuana Store,Longmont,80501,2020-12-01
402R-00730,YUMA WAY LLC,TWIN PEAKS DISPENSARY,Retail Marijuana Store,Longmont,80501,2020-12-01
402R-00724,MEDICINE MAN LONGMONT LLC,MEDICINE MAN LONGMONT,Retail Marijuana Store,Longmont,80501,2020-12-01
402R-00729,RIA HOLDINGS LIMITED,LAUGHING GRASS,Retail Marijuana Store,Denver,80223,2020-12-01
402R-00718,THE GREEN SOLUTION LLC,,Retail Marijuana Store,Longmont,80501,2020-12-01
402R-00725,VIRTUAL MARKETING LLC,MAGGIE'S FARM,Retail Marijuana Store,Pueblo,81008,2020-12-01
402R-00733,MHFS LLC,GOOD CHEMISTRY,Retail Marijuana Store,Denver,80211,2020-12-01
402R-00734,A&A INVESTMENTS LLC,ECLIPSE CANNABIS COMPANY,Retail Marijuana Store,Boulder,80304,2020-12-01
402R-00735,NATURES HERBS & WELLNESS CENTER III LLC,NATURES HERBS & WELLNESS CENTER III,Retail Marijuana Store,Milliken,80543,2020-12-01
402R-00743,THE GREEN SOLUTION LLC,,Retail Marijuana Store,Sheridan,80110,2020-12-01
